B279-D068   0 44 27.99 41 44 10.3 0.29  -114.6  9 4.9  0.0 0.2 14.  x
B225-G280   0 44 29.55 41 21 35.8 0.12  -158.6 10 6.5 -0.5 0.1 10.7
B228-G281   0 44 33.21 41 41 27.8 0.24  -437.8 10 5.6 -0.7 0.1 14.  x
B229-G282   0 44 33.83 41 38 28.5 0.11   -39.2 27 5.3 -2.1 0.2 14.  x
B230-G283   0 44 35.18 40 57 12.2 0.12  -575.0 13 5.7 -1.9 0.1 14.  x
B365-G284   0 44 36.46 42 17 20.9 0.19   -60.7 12 5.5 -1.4 0.1 14.  x
B231-G285   0 44 38.59 41 27 47.0 0.15  -305.7  8 5.3 -1.0 0.1 14.  x
B232-G286   0 44 40.23 41 15 00.7 0.21  -192.5 11 6.0 -1.9 0.1 14.  x
B233-G287   0 44 42.12 41 43 54.6 0.17   -72.0 11 5.9 -1.1 0.1 14.  x
B234-G290   0 44 46.38 41 29 17.8 0.23  -202.2 10 5.6 -0.8 0.1 14.  ex
B366-G291   0 44 46.72 42 03 50.5 0.11  -135.7 15 5.5 -2.0 0.2 14.  x
B283-G296   0 44 55.37 41 17 00.2 0.19   -89.9 10 5.0 -0.8 0.2 14.  x
B235-G297   0 44 57.93 41 29 24.0 0.14   -90.7 11 5.6 -0.9 0.1 10.6
B236-G298   0 45 08.90 40 50 28.6 0.10  -393.1 14 5.2 -1.5 0.2 14.  x
B237-G299   0 45 09.22 41 22 34.6 0.18   -99.0 15 5.3 -1.8 0.2 14.  x
B370-G300   0 45 14.39 41 57 40.8 0.27  -352.7 14 5.8 -1.6 0.1 14.  x
B238-G301   0 45 14.67 41 19 37.1 0.16   -44.2  5 5.6 -0.7 0.1 14.  x
B239-M74    0 45 15.6  41 35 17.2 0.12) -245.9 11 5.3 -0.9 0.1  7.6
B240-G302   0 45 25.04 41 06 22.1 0.13   -50.4  7 6.1 -1.5 0.1 14.  x
B287        0 45 28.49 41 30 04.8 0.07  -281.4 34 4.9 -1.4 0.3 14.  x,not old?
B372-G304   0 45 33.39 42 00 24.4 0.13  -226.9  8 5.5 -1.1 0.1 14.  x
B373-G305   0 45 41.85 41 45 33.6 0.25  -216.2  7 6.0 -0.5 0.1 13.7
V129-BA4    0 45 44.69 41 51 59.4 0.18  -640.3 14 5.4 -1.4 0.1 14.  ex
B375-G307   0 45 45.58 41 39 42.4 0.21  -199.0  7 5.3 -0.9 0.1 11.8
B377-G308   0 45 48.28 40 38 04.2 0.09  -216.6 10 5.3 -1.5 0.1 14.  x
B378-G311   0 45 57.24 41 53 31.1 0.13  -247.5 15 5.1 -1.6 0.2 14.  x
B379-G312   0 45 58.83 40 42 31.3 0.16  -333.2  6 5.8 -0.4 0.1 10.5
B381-G315   0 46 06.54 41 20 58.8 0.24   -78.2 12 6.0 -1.1 0.1 14.  x
B486-G316   0 46 08.62 40 58 03.6 0.14  -219.7 15 5.2 -1.4 0.2 14.  x
B382-G317   0 46 10.32 41 37 40.5 0.18  -295.4 11 5.3 -1.9 0.2 14.  x
B383-G318   0 46 11.94 41 19 41.4 0.20  -227.6  6 6.1 -0.6 0.1 13.6
B384-G319   0 46 21.93 40 16 59.6 0.10  -358.4  7 5.8 -0.7 0.1 13.5
B386-G322   0 46 27.00 42 01 52.8 0.18  -391.8 11 6.0 -1.1 0.1 14.  x
B387-G323   0 46 33.51 40 44 13.4 0.08    12.1 14 5.3 -2.2 0.2 14.  x
B391-G328   0 46 58.10 41 33 56.5 0.24  -324.2 10 5.4 -1.2 0.2 14.  x
B393-G330   0 47 01.20 41 24 06.3 0.17  -371.6 14 5.4 -0.9 0.2 14.  x
B396-G335   0 47 25.15 40 21 42.1 0.08  -612.4 28 5.2 -2.0 0.3 14.  x
B397-G336   0 47 27.23 41 12 10.4 0.22  -118.8 14 5.7 -1.2 0.1 14.  x
B398-G341   0 47 57.78 41 48 45.6 0.25  -242.7 13 5.3 -0.4 0.2 14.  x
B399-G342   0 47 59.55 41 35 28.3 0.17  -427.8 27 5.3 -1.7 0.5 14.  x
B401-G344   0 48 08.50 41 40 41.9 0.18  -326.1 21 5.5 -1.9 0.3 14.  x
B337D       0 49 11.20 41 07 21.0 0.12  -222.1 23 4.9 -1.7 0.6 14.  x
B403-G348   0 49 17.62 41 35 08.1 0.26  -258.5 11 5.8 -0.9 0.1 14.  x
B405-G351   0 49 39.80 41 35 29.7 0.18  -171.2 15 6.2 -1.2 0.1 14.  x
